id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V1517,México,76,F,Lago Titicaca,Puno,2025-06-01,15,3339.62,Auto particular
V1518,España,46,M,Islas Ballestas,Ica,2025-01-05,2,1104.27,
V1519,Chile,75,F,Chan Chan,La Libertad,2025-09-21,4,1925.68,NA
V1520,España,20,M,Kuelap,Amazonas,2025-02-08,5,3696.98,
V1521,EE.UU.,56,M,Machu Picchu,Cusco,2025-06-20,6,1262.37,Bus
V1522,México,44,F,Colca,Arequipa,2025-09-24,5,804.08,
V1523,Alemania,76,F,Cataratas de Gocta,Amazonas,2025-09-08,1,511.84,
V1524,España,36,F,Islas Ballestas,Ica,2025-10-08,3,1887.14,NA
V1525,Francia,56,F,Islas Ballestas,Ica,2025-05-15,14,4297.46,Auto particular
V1526,Brasil,52,F,Colca,Arequipa,2025-08-14,4,1592.88,NA
V1527,Chile,52,M,Chan Chan,La Libertad,2025-12-26,1,1492.28,Avión
V1528,Argentina,22,M,Cataratas de Gocta,Amazonas,2025-08-12,14,4583.03,Bus
V1529,México,52,M,Lago Titicaca,Puno,2025-04-08,6,4087.91,
V1530,Alemania,35,M,Colca,Arequipa,2025-05-03,9,706.83,NA
V1531,Brasil,42,F,Huacachina,Ica,2025-08-26,14,1483.82,Auto particular
V1532,México,39,F,Cataratas de Gocta,Amazonas,2025-12-07,8,766.93,Bus
V1533,Colombia,34,F,Cataratas de Gocta,Amazonas,2025-02-05,2,4003.16,Avión
V1534,Francia,29,F,Islas Ballestas,Ica,2025-12-08,7,3048.04,NA
V1535,Colombia,77,M,Cataratas de Gocta,Amazonas,2025-09-05,4,670.99,Bus
V1536,Argentina,41,M,Lago Titicaca,Puno,2025-03-26,10,4061.11,Auto particular
V1537,Francia,70,M,Chan Chan,La Libertad,2025-02-16,2,1856.72,Bus
V1538,Argentina,45,M,Lago Titicaca,Puno,2025-12-23,14,3918.77,NA
V1539,Francia,61,F,Islas Ballestas,Ica,2025-06-23,6,569.11,Bus
V1540,España,42,F,Lago Titicaca,Puno,2025-12-19,13,4845.91,Auto particular
V1541,Chile,72,F,Huacachina,Ica,2025-01-23,15,1700.86,Auto particular
V1542,México,26,F,Cataratas de Gocta,Amazonas,2025-10-17,4,953.82,Bus
V1543,Francia,65,M,Cataratas de Gocta,Amazonas,2025-07-05,13,2372.29,
V1544,Chile,77,F,Kuelap,Amazonas,2025-01-03,10,879.13,NA
V1545,Argentina,63,M,Huacachina,Ica,2025-09-06,7,1934.32,
V1546,EE.UU.,37,F,Líneas de Nazca,Ica,2025-06-26,4,942.25,
V1547,Brasil,21,M,Lago Titicaca,Puno,2025-08-02,1,2942.15,NA
V1548,Brasil,29,M,Colca,Arequipa,2025-05-04,4,1068.02,Avión
V1549,Colombia,40,F,Líneas de Nazca,Ica,2025-04-25,4,2917.9,Bus
V1550,México,19,F,Colca,Arequipa,2025-11-19,15,4329.74,Auto particular
V1551,Francia,18,F,Islas Ballestas,Ica,2025-04-03,10,2448.1,NA
V1552,México,50,F,Santa Apolonia,Cajamarca,2025-09-24,6,3091.78,Auto particular
V1553,Chile,44,F,Huacachina,Ica,2025-05-20,7,4548.47,Bus
V1554,España,68,F,Machu Picchu,Cusco,2025-04-06,8,4551.44,Auto particular
V1555,Colombia,61,M,Huacachina,Ica,2025-02-26,8,3390.95,Avión
V1556,Perú,75,F,Machu Picchu,Cusco,2025-05-01,15,1867.65,
V1557,Chile,72,M,Chan Chan,La Libertad,2025-07-15,4,1717.31,Auto particular
V1558,Francia,72,F,Huacachina,Ica,2025-01-19,8,2984.27,Avión
V1559,México,50,M,Chan Chan,La Libertad,2025-02-01,3,1834.27,Avión
V1560,Brasil,60,M,Cataratas de Gocta,Amazonas,2025-12-29,4,460.22,Auto particular
V1561,Colombia,47,F,Islas Ballestas,Ica,2025-04-14,2,2610.04,Auto particular
V1562,Perú,20,F,Kuelap,Amazonas,2025-08-12,11,1726.5,Bus
V1563,Perú,54,F,Machu Picchu,Cusco,2025-12-13,13,2705.88,Bus
V1564,Francia,60,F,Cataratas de Gocta,Amazonas,2025-11-10,8,4941.72,Avión
V1565,Francia,72,M,Chan Chan,La Libertad,2025-01-08,9,3369.68,NA
V1566,Alemania,22,M,Santa Apolonia,Cajamarca,2025-01-31,7,2714.48,Bus
V1567,España,62,M,Kuelap,Amazonas,2025-03-14,7,4458.66,
V1568,Brasil,49,F,Kuelap,Amazonas,2025-11-16,7,1698.41,
V1569,Argentina,33,F,Islas Ballestas,Ica,2025-12-10,11,3136.94,Avión
V1570,Colombia,46,M,Chan Chan,La Libertad,2025-08-30,5,3904.4,Bus
V1571,EE.UU.,19,F,Colca,Arequipa,2025-02-12,7,2712.7,Bus
V1572,México,46,F,Huacachina,Ica,2025-07-30,3,3063.33,Avión
V1573,EE.UU.,80,F,Machu Picchu,Cusco,2025-10-11,14,4427.79,
V1574,España,34,M,Santa Apolonia,Cajamarca,2025-04-10,14,1076.94,Auto particular
V1575,Brasil,57,M,Kuelap,Amazonas,2025-05-20,12,3354.5,Bus
V1576,Argentina,30,M,Colca,Arequipa,2025-04-10,15,1320.42,NA
V1577,Brasil,19,M,Machu Picchu,Cusco,2025-06-12,8,1169.61,Avión
V1578,España,32,F,Machu Picchu,Cusco,2025-12-03,15,2717.88,Avión
V1579,España,42,F,Machu Picchu,Cusco,2025-05-22,5,4328.25,Avión
V1580,Colombia,49,M,Chan Chan,La Libertad,2025-01-09,12,394.66,
V1581,Alemania,63,M,Machu Picchu,Cusco,2025-10-06,9,1707.28,Auto particular
V1582,Argentina,36,F,Huacachina,Ica,2025-03-23,11,4875.54,Auto particular
V1583,España,32,M,Islas Ballestas,Ica,2025-11-16,1,3644.3,NA
V1584,EE.UU.,61,F,Lago Titicaca,Puno,2025-09-15,5,4599.6,Auto particular
V1585,Perú,21,M,Kuelap,Amazonas,2025-08-14,8,3122.69,NA
V1586,Argentina,58,M,Lago Titicaca,Puno,2025-01-16,2,4185.55,Bus
V1587,EE.UU.,54,F,Cataratas de Gocta,Amazonas,2025-11-09,10,2100.81,NA
V1588,México,67,F,Lago Titicaca,Puno,2025-11-24,1,2824.86,Avión
V1589,Francia,25,F,Huacachina,Ica,2025-03-02,13,4966.58,Bus
V1590,Colombia,36,M,Islas Ballestas,Ica,2025-11-13,6,1007.47,
V1591,Argentina,67,F,Colca,Arequipa,2025-08-17,2,448.26,Auto particular
V1592,España,45,F,Kuelap,Amazonas,2025-09-13,8,4069.2,NA
V1593,México,43,M,Cataratas de Gocta,Amazonas,2025-04-03,7,1097.7,NA
V1594,Alemania,22,F,Cataratas de Gocta,Amazonas,2025-08-22,7,4019.64,
V1595,España,68,M,Huacachina,Ica,2025-01-23,4,4362.36,Bus
V1596,Alemania,23,F,Lago Titicaca,Puno,2025-08-17,11,242.59,
V1597,Brasil,45,M,Líneas de Nazca,Ica,2025-12-11,1,4928.02,Auto particular
V1598,España,48,F,Chan Chan,La Libertad,2025-05-15,5,4004.79,Avión
V1599,Argentina,62,M,Islas Ballestas,Ica,2025-09-10,5,1010.62,NA
V1600,Alemania,46,F,Santa Apolonia,Cajamarca,2025-02-02,14,4157.71,Bus
V1601,Argentina,51,F,Chan Chan,La Libertad,2025-06-12,2,4145.37,Auto particular
V1602,Perú,46,M,Lago Titicaca,Puno,2025-04-05,6,3600.71,Bus
V1603,México,21,M,Cataratas de Gocta,Amazonas,2025-12-26,7,1617.69,NA
V1604,México,37,M,Colca,Arequipa,2025-02-28,13,3187.72,Avión
V1605,Perú,19,M,Colca,Arequipa,2025-06-20,12,4108.86,NA
V1606,Colombia,26,M,Islas Ballestas,Ica,2025-10-01,9,3912.88,Auto particular
V1607,Brasil,51,F,Machu Picchu,Cusco,2025-06-07,11,819.95,Bus
V1608,Francia,30,M,Chan Chan,La Libertad,2025-10-03,3,4328.17,Avión
V1609,Argentina,59,M,Islas Ballestas,Ica,2025-12-22,14,714.33,
V1610,Perú,56,M,Colca,Arequipa,2025-05-19,6,2718.69,
V1611,Francia,33,M,Cataratas de Gocta,Amazonas,2025-03-18,7,1688.47,Avión
V1612,EE.UU.,73,F,Chan Chan,La Libertad,2025-03-21,5,3096.31,
V1613,Perú,49,M,Machu Picchu,Cusco,2025-04-05,8,859.26,Bus
V1614,Perú,42,M,Kuelap,Amazonas,2025-02-19,6,1703.57,
V1615,Brasil,46,M,Islas Ballestas,Ica,2025-06-22,15,1547.95,NA
V1616,México,30,M,Kuelap,Amazonas,2025-08-07,12,2013.73,Bus
V1617,México,50,M,Lago Titicaca,Puno,2025-08-07,12,1162.16,NA
V1618,México,23,M,Santa Apolonia,Cajamarca,2025-09-13,2,1573.5,Bus
V1619,Alemania,75,F,Islas Ballestas,Ica,2025-12-07,8,1744.45,NA
V1620,México,67,F,Islas Ballestas,Ica,2025-02-12,2,3321.16,Auto particular
V1621,Alemania,78,M,Huacachina,Ica,2025-06-10,8,3513.55,NA
V1622,España,56,F,Lago Titicaca,Puno,2025-03-13,14,4007.52,
V1623,Perú,60,F,Santa Apolonia,Cajamarca,2025-04-10,12,2727.08,Avión
V1624,Colombia,25,F,Chan Chan,La Libertad,2025-05-07,4,272.93,
V1625,España,36,M,Líneas de Nazca,Ica,2025-11-18,6,3465.59,Auto particular
V1626,Colombia,22,F,Islas Ballestas,Ica,2025-05-16,11,2428.53,Bus
V1627,México,19,F,Santa Apolonia,Cajamarca,2025-01-22,6,227.35,NA
V1628,Perú,20,F,Cataratas de Gocta,Amazonas,2025-12-16,5,4031.38,NA
V1629,Francia,72,M,Chan Chan,La Libertad,2025-07-14,3,1188.38,Avión
V1630,España,77,F,Kuelap,Amazonas,2025-04-08,11,4185.11,NA
V1631,España,59,F,Líneas de Nazca,Ica,2025-04-24,7,4057.19,Bus
V1632,Colombia,71,M,Cataratas de Gocta,Amazonas,2025-07-22,9,2478.28,Auto particular
V1633,México,53,F,Colca,Arequipa,2025-04-23,15,1974.74,Auto particular
V1634,Chile,78,M,Colca,Arequipa,2025-01-20,9,4960.44,Auto particular
V1635,Perú,30,M,Machu Picchu,Cusco,2025-02-26,13,3335.74,
V1636,Argentina,39,M,Huacachina,Ica,2025-01-18,4,2159.82,
V1637,EE.UU.,46,M,Kuelap,Amazonas,2025-03-14,15,2009.95,
V1638,México,56,F,Kuelap,Amazonas,2025-08-01,13,1019.43,Auto particular
V1639,Argentina,29,F,Kuelap,Amazonas,2025-05-19,4,730.88,Bus
V1640,Colombia,49,F,Islas Ballestas,Ica,2025-08-03,15,2687.17,
V1641,España,25,F,Chan Chan,La Libertad,2025-05-09,5,2072.38,Bus
V1642,Alemania,71,M,Santa Apolonia,Cajamarca,2025-12-05,15,2968.74,
V1643,Brasil,66,M,Machu Picchu,Cusco,2025-03-24,10,2302.07,
V1644,México,38,F,Chan Chan,La Libertad,2025-04-17,7,3316.31,
V1645,México,28,F,Kuelap,Amazonas,2025-08-24,7,3862.71,Avión
V1646,España,41,M,Colca,Arequipa,2025-02-14,14,1634.43,NA
V1647,España,58,M,Chan Chan,La Libertad,2025-01-15,4,4609.48,NA
V1648,EE.UU.,46,M,Líneas de Nazca,Ica,2025-05-12,6,4524.33,Avión
V1649,EE.UU.,40,F,Chan Chan,La Libertad,2025-01-14,4,825.52,NA
V1650,Chile,48,M,Machu Picchu,Cusco,2025-05-19,14,316.61,Avión
V1651,Argentina,62,F,Lago Titicaca,Puno,2025-05-11,8,3496.09,NA
V1652,España,71,F,Machu Picchu,Cusco,2025-08-19,14,566.96,Avión
V1653,Brasil,64,F,Colca,Arequipa,2025-11-02,15,2224.64,Bus
V1654,Alemania,50,F,Colca,Arequipa,2025-09-05,3,218.47,Auto particular
V1655,Francia,77,F,Santa Apolonia,Cajamarca,2025-01-17,3,3613.74,Bus
V1656,Francia,61,F,Islas Ballestas,Ica,2025-05-15,8,2070.65,Bus
V1657,Francia,67,F,Cataratas de Gocta,Amazonas,2025-02-04,14,3879.0,
V1658,Perú,77,M,Machu Picchu,Cusco,2025-04-06,14,1437.87,NA
V1659,Alemania,60,F,Santa Apolonia,Cajamarca,2025-01-16,14,2056.94,Auto particular
V1660,Argentina,48,M,Colca,Arequipa,2025-03-14,15,1273.26,Bus
V1661,España,58,F,Islas Ballestas,Ica,2025-02-24,6,3968.71,
V1662,Colombia,50,F,Kuelap,Amazonas,2025-01-06,12,3789.27,Avión
V1663,Brasil,66,M,Colca,Arequipa,2025-01-07,15,2968.65,NA
V1664,Perú,38,F,Islas Ballestas,Ica,2025-07-06,7,1622.91,NA
V1665,México,62,F,Chan Chan,La Libertad,2025-12-14,7,4190.67,Auto particular
V1666,Brasil,66,F,Colca,Arequipa,2025-12-19,4,1652.84,Avión
V1667,Francia,79,F,Colca,Arequipa,2025-09-28,7,978.04,Auto particular
V1668,Alemania,43,M,Colca,Arequipa,2025-03-09,15,1387.82,Bus
V1669,Chile,50,F,Islas Ballestas,Ica,2025-07-26,6,2044.45,Avión
V1670,España,61,F,Cataratas de Gocta,Amazonas,2025-08-10,3,3915.58,NA
V1671,Chile,55,M,Chan Chan,La Libertad,2025-09-30,10,1641.08,NA
V1672,Perú,21,M,Lago Titicaca,Puno,2025-02-02,7,742.9,Bus
V1673,Alemania,36,F,Lago Titicaca,Puno,2025-09-18,8,627.47,Bus
V1674,Francia,78,F,Líneas de Nazca,Ica,2025-06-14,10,3952.65,Auto particular
V1675,Brasil,62,F,Kuelap,Amazonas,2025-08-04,3,2009.56,Bus
V1676,Colombia,74,F,Colca,Arequipa,2025-09-01,4,4335.53,Bus
V1677,EE.UU.,30,M,Colca,Arequipa,2025-08-27,9,1718.52,Avión
V1678,España,64,F,Huacachina,Ica,2025-08-18,8,726.75,
V1679,EE.UU.,68,F,Cataratas de Gocta,Amazonas,2025-03-02,14,339.09,Avión
V1680,Chile,28,F,Líneas de Nazca,Ica,2025-06-18,2,388.34,Avión
V1681,Alemania,65,M,Líneas de Nazca,Ica,2025-02-21,7,3442.87,
V1682,España,69,F,Kuelap,Amazonas,2025-08-05,15,3704.48,Auto particular
V1683,Francia,56,M,Kuelap,Amazonas,2025-11-05,5,2840.89,Bus
V1684,México,51,M,Lago Titicaca,Puno,2025-02-18,14,1276.73,Bus
V1685,Alemania,62,F,Huacachina,Ica,2025-08-13,8,2294.94,
V1686,Francia,70,F,Santa Apolonia,Cajamarca,2025-03-12,15,2994.24,Auto particular
V1687,Perú,46,M,Colca,Arequipa,2025-09-24,3,278.46,Bus
V1688,EE.UU.,54,F,Kuelap,Amazonas,2025-02-27,3,2754.84,Avión
V1689,México,26,F,Chan Chan,La Libertad,2025-01-07,10,211.44,Bus
V1690,Francia,42,F,Kuelap,Amazonas,2025-09-27,13,2250.72,
V1691,Argentina,69,F,Santa Apolonia,Cajamarca,2025-05-22,14,4594.32,NA
V1692,España,18,F,Colca,Arequipa,2025-04-23,4,3734.25,Bus
V1693,Colombia,76,F,Machu Picchu,Cusco,2025-07-29,6,412.27,Bus
V1694,Francia,61,F,Lago Titicaca,Puno,2025-06-29,14,283.06,Avión
V1695,Alemania,57,M,Huacachina,Ica,2025-06-21,3,4683.96,Bus
V1696,Brasil,43,F,Chan Chan,La Libertad,2025-07-09,5,840.99,NA
V1697,España,69,M,Machu Picchu,Cusco,2025-10-30,5,1931.84,Bus
V1698,EE.UU.,58,F,Machu Picchu,Cusco,2025-04-24,10,2197.46,Avión
V1699,Perú,78,M,Kuelap,Amazonas,2025-05-25,12,4701.94,Bus
V1700,España,70,F,Líneas de Nazca,Ica,2025-11-22,3,3802.96,NA
V1701,Brasil,79,M,Islas Ballestas,Ica,2025-09-20,13,4508.91,Bus
V1702,México,56,F,Machu Picchu,Cusco,2025-06-19,4,1864.14,Auto particular
V1703,España,37,F,Cataratas de Gocta,Amazonas,2025-01-15,4,4495.94,Bus
V1704,España,50,M,Kuelap,Amazonas,2025-04-30,15,4805.93,Auto particular
V1705,Alemania,48,F,Huacachina,Ica,2025-09-24,7,1576.27,NA
V1706,EE.UU.,72,M,Kuelap,Amazonas,2025-08-12,4,4889.67,Auto particular
V1707,Perú,55,F,Lago Titicaca,Puno,2025-03-23,11,4248.84,Avión
V1708,Perú,45,F,Islas Ballestas,Ica,2025-04-02,13,2842.22,Auto particular
V1709,Argentina,58,M,Cataratas de Gocta,Amazonas,2025-08-31,3,4521.02,Bus
V1710,Alemania,44,F,Huacachina,Ica,2025-11-18,5,3345.44,Avión
V1711,Francia,21,F,Santa Apolonia,Cajamarca,2025-01-20,6,1212.74,NA
V1712,España,20,M,Santa Apolonia,Cajamarca,2025-11-23,7,2724.92,NA
V1713,Perú,38,M,Huacachina,Ica,2025-07-09,15,2370.44,NA
V1714,Argentina,51,M,Líneas de Nazca,Ica,2025-03-21,6,4270.86,Avión
V1715,Argentina,79,M,Lago Titicaca,Puno,2025-12-05,3,4300.84,Auto particular
V1716,España,19,M,Lago Titicaca,Puno,2025-03-12,7,4189.16,NA
V1717,Chile,68,M,Machu Picchu,Cusco,2025-02-20,10,1396.79,
V1718,Alemania,54,F,Líneas de Nazca,Ica,2025-11-21,10,1584.74,NA
V1719,Alemania,67,M,Machu Picchu,Cusco,2025-11-23,11,2570.12,Auto particular
V1720,Colombia,54,F,Kuelap,Amazonas,2025-05-07,15,2389.66,Bus
V1721,México,28,M,Chan Chan,La Libertad,2025-09-23,8,3387.23,
V1722,Colombia,60,M,Cataratas de Gocta,Amazonas,2025-10-19,6,3338.17,Auto particular
V1723,Chile,62,M,Colca,Arequipa,2025-02-07,3,4311.68,Auto particular
V1724,España,24,M,Colca,Arequipa,2025-03-07,13,895.12,Auto particular
V1725,Argentina,35,F,Chan Chan,La Libertad,2025-10-08,11,1090.31,Auto particular
V1726,Perú,34,F,Huacachina,Ica,2025-08-06,3,3355.82,Auto particular
V1727,Argentina,45,F,Lago Titicaca,Puno,2025-12-27,2,337.85,Bus
V1728,Perú,62,M,Islas Ballestas,Ica,2025-05-28,3,4274.34,NA
V1729,Alemania,19,F,Islas Ballestas,Ica,2025-01-19,2,945.94,
V1730,Alemania,65,M,Kuelap,Amazonas,2025-06-10,1,700.21,
V1731,Argentina,52,F,Colca,Arequipa,2025-12-14,13,2340.56,NA
V1732,Perú,56,M,Chan Chan,La Libertad,2025-12-09,2,4814.93,Bus
V1733,Perú,26,M,Kuelap,Amazonas,2025-09-29,14,4196.92,NA
V1734,España,68,M,Santa Apolonia,Cajamarca,2025-02-08,2,965.24,Bus
V1735,Argentina,61,F,Chan Chan,La Libertad,2025-05-25,10,4994.6,Bus
V1736,España,80,M,Islas Ballestas,Ica,2025-09-13,5,4998.51,Auto particular
V1737,Argentina,43,M,Islas Ballestas,Ica,2025-07-28,9,2837.12,NA
V1738,México,37,F,Lago Titicaca,Puno,2025-04-07,6,3938.5,NA
V1739,Brasil,45,F,Santa Apolonia,Cajamarca,2025-05-16,8,1714.2,NA
V1740,Perú,33,M,Líneas de Nazca,Ica,2025-08-14,13,3253.61,
V1741,Alemania,72,F,Lago Titicaca,Puno,2025-07-29,7,4626.67,NA
V1742,Argentina,58,F,Islas Ballestas,Ica,2025-07-13,1,4840.51,Auto particular
V1743,Brasil,18,M,Huacachina,Ica,2025-07-06,12,1003.69,Bus
V1744,Alemania,42,F,Líneas de Nazca,Ica,2025-12-13,9,4522.76,Avión
V1745,México,49,F,Colca,Arequipa,2025-03-26,5,4412.93,Auto particular
V1746,España,69,F,Cataratas de Gocta,Amazonas,2025-12-16,6,2724.13,Bus
V1747,México,48,M,Islas Ballestas,Ica,2025-04-18,5,462.37,Avión
V1748,España,47,M,Huacachina,Ica,2025-09-15,9,1889.0,Avión
V1749,España,60,F,Lago Titicaca,Puno,2025-06-28,14,4786.04,Avión
V1750,Francia,38,M,Santa Apolonia,Cajamarca,2025-08-19,15,4204.77,Auto particular
V1751,Perú,30,M,Chan Chan,La Libertad,2025-03-04,8,421.28,Bus
V1752,Argentina,48,M,Machu Picchu,Cusco,2025-02-07,15,4031.17,Avión
V1753,Chile,49,F,Cataratas de Gocta,Amazonas,2025-03-17,4,4321.64,Avión
V1754,EE.UU.,28,M,Líneas de Nazca,Ica,2025-05-16,8,3822.12,Bus
V1755,España,24,F,Machu Picchu,Cusco,2025-02-20,2,2089.49,Auto particular
V1756,Brasil,71,F,Lago Titicaca,Puno,2025-09-18,10,1920.68,Avión
V1757,Alemania,54,M,Cataratas de Gocta,Amazonas,2025-10-03,11,1605.29,NA
V1758,Perú,43,F,Líneas de Nazca,Ica,2025-03-23,4,2095.75,Auto particular
V1759,Brasil,32,F,Kuelap,Amazonas,2025-07-10,3,1170.69,Auto particular
V1760,México,40,M,Líneas de Nazca,Ica,2025-03-19,14,1691.77,Avión
V1761,Chile,67,F,Kuelap,Amazonas,2025-05-09,6,2991.42,Auto particular
V1762,Perú,76,F,Kuelap,Amazonas,2025-11-13,10,3003.14,NA
V1763,Chile,44,M,Colca,Arequipa,2025-04-29,2,3264.84,NA
V1764,Chile,54,F,Lago Titicaca,Puno,2025-08-30,4,3984.78,NA
V1765,Francia,67,M,Machu Picchu,Cusco,2025-11-13,2,2810.29,Bus
V1766,Francia,18,F,Líneas de Nazca,Ica,2025-11-16,13,484.67,Auto particular
V1767,España,62,M,Santa Apolonia,Cajamarca,2025-02-16,6,927.02,
V1768,Alemania,80,M,Colca,Arequipa,2025-03-18,7,952.1,
V1769,Colombia,28,M,Lago Titicaca,Puno,2025-06-26,4,1541.09,Avión
V1770,Argentina,79,F,Islas Ballestas,Ica,2025-12-23,10,707.33,Auto particular
V1771,Brasil,29,M,Islas Ballestas,Ica,2025-02-15,1,3746.33,Avión
V1772,Francia,79,F,Chan Chan,La Libertad,2025-10-08,1,3232.77,Auto particular
V1773,Colombia,23,F,Cataratas de Gocta,Amazonas,2025-02-02,5,3712.02,Avión
V1774,EE.UU.,79,M,Kuelap,Amazonas,2025-12-02,14,2170.91,NA
V1775,Perú,70,F,Islas Ballestas,Ica,2025-01-04,15,694.74,NA
V1776,México,22,M,Chan Chan,La Libertad,2025-03-08,4,2425.55,Avión
V1777,Brasil,57,F,Santa Apolonia,Cajamarca,2025-01-14,8,3777.67,
V1778,Argentina,34,F,Huacachina,Ica,2025-01-02,2,1389.77,Avión
V1779,EE.UU.,59,M,Santa Apolonia,Cajamarca,2025-09-08,10,1573.54,Auto particular
V1780,España,59,F,Cataratas de Gocta,Amazonas,2025-09-15,1,1834.05,
V1781,Chile,47,M,Machu Picchu,Cusco,2025-10-05,5,4528.63,Avión
V1782,Perú,52,F,Líneas de Nazca,Ica,2025-08-12,5,1239.89,Bus
V1783,Perú,19,F,Santa Apolonia,Cajamarca,2025-06-17,12,3987.71,
V1784,Francia,66,M,Huacachina,Ica,2025-05-29,6,4136.64,Avión
V1785,España,79,M,Huacachina,Ica,2025-03-20,2,4628.11,Auto particular
V1786,Colombia,46,F,Cataratas de Gocta,Amazonas,2025-08-06,2,557.42,Auto particular
V1787,Perú,68,M,Colca,Arequipa,2025-07-26,9,2674.69,Bus
V1788,España,55,M,Chan Chan,La Libertad,2025-04-11,9,1529.18,Avión
V1789,Perú,80,M,Chan Chan,La Libertad,2025-03-10,9,2147.5,Auto particular
V1790,Chile,64,F,Machu Picchu,Cusco,2025-03-05,13,3074.97,Bus
V1791,Perú,78,F,Machu Picchu,Cusco,2025-05-09,15,747.25,Auto particular
V1792,Chile,58,F,Líneas de Nazca,Ica,2025-08-13,7,1341.18,Bus
V1793,Chile,34,M,Cataratas de Gocta,Amazonas,2025-12-01,13,2991.38,Auto particular
V1794,EE.UU.,33,M,Colca,Arequipa,2025-10-03,1,4432.89,
V1795,Alemania,23,F,Colca,Arequipa,2025-08-13,12,3657.67,Bus
V1796,Francia,36,F,Líneas de Nazca,Ica,2025-07-09,9,4856.7,Avión
V1797,Francia,25,F,Islas Ballestas,Ica,2025-05-17,2,4946.75,NA
V1798,Francia,52,M,Chan Chan,La Libertad,2025-01-12,7,768.32,Bus
V1799,EE.UU.,80,F,Machu Picchu,Cusco,2025-03-25,12,1402.12,Auto particular
V1800,España,46,F,Santa Apolonia,Cajamarca,2025-10-22,9,2474.58,Auto particular
V1801,Colombia,30,M,Santa Apolonia,Cajamarca,2025-05-18,13,3963.77,Avión
V1802,Colombia,51,M,Santa Apolonia,Cajamarca,2025-11-16,2,4453.63,Avión
V1803,Argentina,44,F,Lago Titicaca,Puno,2025-02-08,6,1496.16,Avión
V1804,Francia,31,M,Cataratas de Gocta,Amazonas,2025-05-15,2,2757.72,
V1805,Colombia,64,F,Colca,Arequipa,2025-07-06,6,1518.6,
V1806,Perú,65,F,Kuelap,Amazonas,2025-11-05,3,4761.69,Bus
V1807,Perú,22,M,Huacachina,Ica,2025-02-09,7,4293.69,Bus
V1808,Colombia,50,F,Líneas de Nazca,Ica,2025-07-26,14,475.05,Bus
V1809,Brasil,57,F,Kuelap,Amazonas,2025-02-09,3,1879.36,Avión
V1810,Brasil,63,M,Lago Titicaca,Puno,2025-02-19,15,3384.68,Auto particular
V1811,Francia,77,F,Santa Apolonia,Cajamarca,2025-05-03,1,2979.17,NA
V1812,Chile,56,M,Colca,Arequipa,2025-07-26,15,2100.74,NA
V1813,Alemania,68,M,Machu Picchu,Cusco,2025-06-24,1,4968.06,NA
V1814,Perú,18,M,Cataratas de Gocta,Amazonas,2025-10-16,5,4023.72,Bus
V1815,Brasil,19,F,Islas Ballestas,Ica,2025-04-29,1,4828.83,Auto particular
V1816,Francia,52,F,Machu Picchu,Cusco,2025-10-30,5,3661.84,Avión
V1817,Perú,36,M,Huacachina,Ica,2025-10-15,10,2890.18,NA
V1818,Colombia,80,M,Kuelap,Amazonas,2025-01-15,9,2624.05,Bus
V1819,España,21,M,Lago Titicaca,Puno,2025-03-31,11,959.79,
V1820,México,71,F,Huacachina,Ica,2025-12-05,11,4198.63,Avión
V1821,Perú,56,M,Cataratas de Gocta,Amazonas,2025-06-11,3,2115.68,Bus
V1822,EE.UU.,39,F,Islas Ballestas,Ica,2025-10-29,13,4582.49,Avión
V1823,EE.UU.,45,M,Cataratas de Gocta,Amazonas,2025-09-11,6,4084.91,Bus
V1824,Chile,58,F,Kuelap,Amazonas,2025-07-21,13,2825.04,NA
V1825,Francia,58,M,Santa Apolonia,Cajamarca,2025-06-09,15,4482.67,Auto particular
V1826,España,36,F,Lago Titicaca,Puno,2025-10-30,5,449.77,Auto particular
V1827,Perú,51,F,Kuelap,Amazonas,2025-02-01,7,4194.72,NA
V1828,España,64,F,Cataratas de Gocta,Amazonas,2025-01-24,13,3026.66,Auto particular
V1829,Colombia,37,F,Huacachina,Ica,2025-06-17,7,2727.82,Auto particular
V1830,España,75,F,Chan Chan,La Libertad,2025-05-10,13,3784.27,Auto particular
V1831,Argentina,56,M,Huacachina,Ica,2025-05-08,12,3605.95,Bus
V1832,México,51,M,Líneas de Nazca,Ica,2025-05-13,11,2561.24,Avión
V1833,Alemania,45,M,Machu Picchu,Cusco,2025-01-06,3,3018.13,
V1834,Chile,34,M,Colca,Arequipa,2025-10-13,9,2723.95,Auto particular
V1835,Alemania,50,M,Machu Picchu,Cusco,2025-07-13,14,1376.15,Bus
V1836,México,78,F,Kuelap,Amazonas,2025-08-14,3,2116.85,
V1837,Colombia,29,M,Chan Chan,La Libertad,2025-08-05,4,3272.25,NA
V1838,México,45,F,Machu Picchu,Cusco,2025-11-04,7,1508.96,Avión
V1839,Chile,26,M,Santa Apolonia,Cajamarca,2025-05-19,15,4518.69,
V1840,Brasil,27,F,Santa Apolonia,Cajamarca,2025-06-22,13,4061.2,Avión
V1841,Brasil,79,M,Cataratas de Gocta,Amazonas,2025-02-27,14,3530.26,
V1842,México,24,M,Chan Chan,La Libertad,2025-09-03,1,2342.9,Avión
